,885009.WI,H11001.CSI,000300.SH,399005.SZ,HSI.HI
2011/3/25,1180.0676,132.09,3294.484,6743.758,19483.15748
2011/3/28,1180.3171,132.09,3290.571,6653.061,19417.87961
2011/3/29,1180.4805,132.17,3257.979,6499.911,19405.06234
2011/3/30,1180.6434,132.31,3256.08,6444.912,19735.08189
2011/3/31,1180.8058,132.31,3223.288,6397.669,19816.05372
2011/4/1,1180.8974,132.25,3272.729,6456.601,20050.0065
2011/4/6,1181.3209,132.05,3311.067,6405.636,20464.28308
2011/4/7,1181.4149,132.15,3324.419,6442.492,20442.84742
2011/4/8,1181.5176,132.15,3353.358,6514.463,20536.61173
2011/4/11,1181.7461,132.27,3333.427,6441.647,20459.29645
2011/4/12,1181.8361,132.4,3326.771,6392.541,20185.94567
2011/4/13,1181.9211,132.52,3372.031,6483.692,20292.97457
2011/4/14,1182.0133,132.57,3353.56,6465.454,20176.32266
2011/4/15,1182.1122,132.54,3358.944,6433.799,20163.17759
2011/4/18,1182.3565,132.45,3359.438,6428.156,20016.03058
2011/4/19,1182.4694,132.48,3295.812,6372.791,19753.5575
2011/4/20,1182.5696,132.47,3295.758,6398.553,20062.44868
2011/4/21,1182.6682,132.5,3317.367,6428.615,20260.73188
2011/4/22,1182.77,132.46,3299.942,6371.274,20247.45581
2011/4/25,1183.0004,132.47,3249.574,6262.98,20242.38677
2011/4/26,1183.0981,132.48,3230.96,6199.073,20131.62857
2011/4/27,1183.2153,132.57,3209.503,6140.703,20012.16493
2011/4/28,1183.326,132.65,3161.776,5982.907,19931.26372
2011/4/29,1183.4488,132.84,3192.723,6050.054,19839.84828
2011/5/3,1183.7896,133.01,3211.132,6120.37,19775.5946
2011/5/4,1183.8838,132.68,3129.028,5980.877,19514.15642
2011/5/5,1183.9794,133.49,3126.117,6006.907,19463.2217
2011/5/6,1184.0779,133.77,3121.396,6054.764,19367.98878
2011/5/9,1184.3337,133.9,3129.759,6090.267,19514.96336
2011/5/10,1184.4464,133.86,3153.221,6102.744,19500.26168
2011/5/11,1184.553,133.88,3145.085,6087.311,19465.19018
2011/5/12,1184.6476,133.92,3101.603,5993.025,19296.81623
2011/5/13,1184.7501,133.96,3128.093,6016.499,19470.59986
2011/5/16,1185.0098,133.95,3100.463,6012.85,19226.77235
2011/5/17,1185.1235,133.98,3116.028,6012.216,19172.32615
2011/5/18,1185.2223,133.99,3139.379,6044.119,19260.7844
2011/5/19,1185.3304,133.9,3120.639,6033.739,19381.03168
2011/5/20,1185.4326,133.99,3121.596,6019.849,19393.06608
2011/5/23,1185.6951,134.02,3022.98,5830.135,18987.54827
2011/5/24,1185.8143,134.02,3026.223,5803.425,19007.47824
2011/5/25,1185.9145,134.06,2990.343,5707.334,18996.481
2011/5/26,1186.0146,134.07,2978.381,5645.018,19102.23596
2011/5/27,1186.1238,134.04,2963.308,5532.423,19276.07795
2011/5/30,1186.4136,134.07,2954.506,5488.385,19324.82625
2011/5/31,1186.5528,134.08,3001.556,5580.799,19744.9855
2011/6/1,1186.6887,134.08,3004.173,5638.12,19697.35469
2011/6/2,1186.789,134.04,2955.705,5560.029,19393.23748
2011/6/3,1186.9316,134.08,2986.349,5651.449,19133.73666
2011/6/7,1187.3139,134.11,3004.262,5711.265,19053.94716
2011/6/8,1187.4349,134.02,3008.652,5716.161,18875.09824
2011/6/9,1187.5362,133.91,2951.889,5604.776,18835.79718
2011/6/10,1187.6391,133.83,2961.932,5604.16,18684.23954
2011/6/13,1187.9323,133.84,2950.348,5588.077,18765.66154
2011/6/14,1188.0328,133.69,2993.559,5658.383,18731.96928
2011/6/15,1188.1357,133.39,2963.119,5597.467,18599.8479
2011/6/16,1188.2374,133.26,2917.578,5486.554,18260.37737
2011/6/17,1188.3498,133.3,2892.157,5439.377,17994.48255
2011/6/20,1188.6423,133.48,2874.896,5357.125,17930.61723
2011/6/21,1188.7771,133.54,2909.073,5423.392,18141.23384
2011/6/22,1188.8853,133.42,2908.582,5431.758,18153.83069
2011/6/23,1188.9845,133.31,2957.629,5544.866,18084.67403
2011/6/24,1189.0903,133.56,3027.47,5678.887,18427.32936
2011/6/27,1189.3862,133.54,3036.491,5750.858,18320.23755
2011/6/28,1189.5104,133.5,3041.734,5772.462,18335.54536
2011/6/29,1189.6224,133.54,3000.169,5720.075,18340.12077
2011/6/30,1189.7542,133.5,3044.089,5816.118,18626.70792
2011/7/1,1189.8786,133.6,3049.745,5838.916,18613.94101
2011/7/4,1190.2142,133.62,3121.98,5967.868,18922.03287
2011/7/5,1190.3356,133.61,3122.5,5993.281,18903.31897
2011/7/6,1190.4552,133.61,3113.712,6032.567,18727.17081
2011/7/7,1190.5827,133.56,3101.68,6056.592,18738.35071
2011/7/8,1190.7023,133.58,3109.183,6039.099,18894.29937
2011/7/11,1191.0164,133.59,3113.206,6095.027,18580.60438
2011/7/12,1191.1408,133.58,3056.905,6026.186,18007.71838
2011/7/13,1191.272,133.56,3106.247,6121.501,18212.90507
2011/7/14,1191.4057,133.49,3115.745,6138.655,18208.39138
2011/7/15,1191.5384,133.41,3128.889,6177.972,18156.5654
2011/7/18,1191.8678,133.28,3122.6,6197.9,18092.27327
2011/7/19,1191.9869,132.94,3095.125,6129.076,18173.29738
2011/7/20,1192.1078,132.61,3091.567,6122.268,18238.41857
2011/7/21,1192.2248,132.33,3059.139,6055.639,18211.41269
2011/7/22,1192.3451,132.49,3067.985,6082.829,18576.88762
2011/7/25,1192.6605,132.45,2968.289,5855.547,18456.16893
2011/7/26,1192.7792,132.36,2977.766,5873.055,18675.91327
2011/7/27,1192.8998,132.39,3000.052,5965.623,18644.00638
2011/7/28,1193.0156,132.36,2981.002,5948.311,18664.64774
2011/7/29,1193.1279,132.36,2972.079,5878.679,18557.18914
2011/8/1,1193.4637,132.38,2977.721,5880.733,18729.46224
2011/8/2,1193.5831,132.43,2956.383,5852.119,18538.28734
2011/8/3,1193.6988,131.91,2954.87,5888.841,18178.30264
2011/8/4,1193.8134,132,2960.309,5920.944,18070.66751
2011/8/5,1193.9282,132.28,2897.417,5837.373,17303.18733
2011/8/8,1194.2529,132.55,2793.897,5628.935,16881.15609
2011/8/9,1194.3585,132.72,2798.19,5634.215,15924.05074
2011/8/10,1194.4672,132.82,2824.12,5714.766,16263.95727
2011/8/11,1194.58,133.09,2866.924,5810.715,16056.06176
2011/8/12,1194.6884,133,2875.365,5858.935,16102.92701
2011/8/15,1194.9882,133.07,2917.883,5920.428,16623.41205
2011/8/16,1195.0924,133.04,2897.581,5875.985,16584.82012
2011/8/17,1195.1928,133.04,2886.013,5838.813,16663.38034
2011/8/18,1195.3023,133.05,2834.254,5720.181,16426.95246
2011/8/19,1195.4103,133.12,2807.664,5689.686,15929.85631
2011/8/22,1195.7198,133.23,2777.787,5617.224,15991.31526
2011/8/23,1195.8287,133.17,2821.003,5687.858,16305.28855
2011/8/24,1195.9382,133.15,2810.016,5696.192,15953.61841
2011/8/25,1196.0461,133.05,2903.837,5800.122,16199.99647
2011/8/26,1196.1749,132.94,2901.216,5803.496,16063.83646
2011/8/29,1196.4871,132.36,2852.809,5759.707,16279.45765
2011/8/30,1196.5966,132.19,2841.74,5710.709,16553.27648
2011/8/31,1196.7007,132.22,2846.776,5675.07,16822.76517
2011/9/1,1196.8073,132.39,2834.535,5640.465,16878.94133
2011/9/2,1196.9088,132.45,2803.854,5585.156,16587.92672
2011/9/5,1197.2073,132.53,2743.817,5477.708,16093.49072
2011/9/6,1197.3068,132.67,2723.303,5405.071,16173.84499
2011/9/7,1197.4092,132.56,2779.09,5514.407,16453.19312
2011/9/8,1197.5135,132.45,2756.105,5489.873,16322.73768
2011/9/9,1197.6121,132.5,2751.095,5441.758,16292.62326
2011/9/13,1198.0156,132.6,2720.283,5352.668,15607.51677
2011/9/14,1198.1138,132.57,2733.108,5396.228,15608.11899
2011/9/15,1198.2079,132.57,2729.051,5415.621,15714.63569
2011/9/16,1198.3038,132.48,2733.987,5409.368,15927.67319
2011/9/19,1198.6034,132.53,2679.27,5296.338,15498.34136
2011/9/20,1198.6985,132.51,2689.845,5296.356,15578.63549
2011/9/21,1198.8036,132.51,2771.011,5446.682,15409.6538
2011/9/22,1198.9057,132.58,2685.688,5298.777,14662.72227
2011/9/23,1199.0167,133.04,2669.478,5254.569,14462.46742
2011/9/26,1199.3287,133.37,2610.919,5159.55,14221.65037
2011/9/27,1199.4405,133.28,2637.879,5179.294,14824.80682
2011/9/28,1199.5645,133.26,2610.59,5109.432,14698.82607
2011/9/29,1199.6859,133.37,2588.185,4996.646,14708.19182
2011/9/30,1199.8169,133.54,2581.351,4990.432,14344.67519
2011/10/10,1200.9735,134.24,2557.082,4951.193,14471.3529
2011/10/11,1201.0954,134.33,2551.994,4923.479,14800.99762
2011/10/12,1201.2129,134.26,2644.758,5094.111,14980.66766
2011/10/13,1201.3304,134.19,2662.601,5154.53,15369.21162
2011/10/14,1201.4481,134.43,2653.782,5125.458,15168.3225
2011/10/17,1201.7882,134.49,2666.951,5158.322,15460.25143
2011/10/18,1201.9163,134.68,2592.209,5029.77,14816.37044
2011/10/19,1202.046,134.85,2583.081,4986.51,15003.85651
2011/10/20,1202.1651,135.2382,2520.532,4845.755,14718.26819
2011/10/21,1202.3012,135.608,2507.877,4761.563,14741.61407
2011/10/24,1202.6434,135.4314,2576.669,4853.11,15332.82258
2011/10/25,1202.7899,135.3228,2625.425,4991.303,15469.13615
2011/10/26,1202.9397,135.413,2651.652,5030.458,15560.39396
2011/10/27,1203.097,135.3165,2657.478,5034.189,16078.18619
2011/10/28,1203.2305,135.3885,2709.017,5139.685,16310.87598
2011/10/31,1203.5853,135.6777,2695.307,5146.801,16178.14878
2011/11/1,1203.7725,135.8253,2697.534,5149.205,15782.25601
2011/11/2,1203.9154,135.9812,2742.39,5256.964,16073.1068
2011/11/3,1204.0549,136.1128,2744.301,5285.488,15649.34797
2011/11/4,1204.2098,136.2581,2763.746,5320.974,16134.5694
2011/11/7,1204.5842,136.306,2736.248,5282.794,16011.89909
2011/11/8,1204.7244,136.5617,2727.71,5219.775,16018.66815
2011/11/9,1204.8799,136.9738,2751.654,5307.471,16282.53938
2011/11/10,1205.02,137.4446,2699.588,5247.655,15445.70913
2011/11/11,1205.173,137.4792,2695.002,5234.944,15573.4462
2011/11/14,1205.5591,137.5944,2750.195,5359.535,15874.19623
2011/11/15,1205.7178,137.3946,2744.68,5379.334,15770.91344
2011/11/16,1205.8717,137.4141,2670.116,5229.32,15472.28401
2011/11/17,1206.0165,137.3721,2662.017,5231.154,15362.39433
2011/11/18,1206.156,137.3454,2606.495,5086.41,15088.10403
2011/11/21,1206.5272,137.2987,2609.687,5091.117,14863.90971
2011/11/22,1206.6759,137.2771,2609.475,5072.148,14891.10725
2011/11/23,1206.8168,137.4227,2584.011,5056.756,14558.0813
2011/11/24,1206.9639,137.5986,2588.915,5060.436,14627.32951
2011/11/25,1207.1156,137.5568,2569.973,5025.687,14421.17168
2011/11/28,1207.4922,137.5269,2573.321,5030.764,14714.52389
2011/11/29,1207.6912,137.4576,2608.569,5102.024,14891.7649
2011/11/30,1207.8472,137.5194,2521.52,4919.117,14661.32025
2011/12/1,1208.0032,138.2187,2583.613,5009.449,15486.8419
2011/12/2,1208.1752,138.6731,2557.311,4907.521,15514.87139
2011/12/5,1208.5775,138.964,2521.385,4743.003,15638.54384
2011/12/6,1208.7201,138.8114,2516.341,4751.682,15434.31843
2011/12/7,1208.8585,138.8334,2528.228,4771.694,15679.14864
2011/12/8,1208.9934,138.8179,2525.001,4774.838,15564.64879
2011/12/9,1209.1289,138.9384,2503.461,4719.58,15140.1571
2011/12/12,1209.4864,138.9438,2477.692,4661.977,15110.9279
2011/12/13,1209.6367,138.8976,2421.928,4547.822,15017.8411
2011/12/14,1209.7694,138.9305,2397.48,4468.311,14955.7402
2011/12/15,1209.9006,138.9278,2340.788,4399.234,14688.08896
2011/12/16,1210.0325,138.9787,2390.129,4508.059,14888.5131
2011/12/19,1210.4061,139.0564,2384.408,4500.315,14694.87547
2011/12/20,1210.5446,139.0657,2377.073,4479.565,14716.55959
2011/12/21,1210.6816,139.1078,2339.108,4364.789,14972.75801
2011/12/22,1210.8185,139.042,2341.335,4331.155,14940.21451
2011/12/23,1210.9687,139.0539,2359.159,4350.944,15135.08287
2011/12/26,1211.329,139.1235,2335.702,4305.486,15131.17075
2011/12/27,1211.4809,139.1923,2305.035,4201.853,15126.69975
2011/12/28,1211.6508,139.2456,2307.928,4189.723,15035.30817
2011/12/29,1211.803,139.2737,2311.361,4209.291,14942.60664
2011/12/30,1211.9671,139.5031,2345.742,4295.862,14944.75997
2012/1/4,1212.6099,139.5464,2298.753,4181.814,15190.09569
2012/1/5,1212.8184,139.5044,2276.385,4034.529,15288.90577
2012/1/6,1212.9745,139.7295,2290.601,4042.323,15124.71059
2012/1/9,1213.3455,139.902,2368.57,4167.504,15360.65788
2012/1/10,1213.4819,140.0192,2447.349,4339.788,15458.84152
2012/1/11,1213.6232,140.0751,2435.608,4321.276,15572.05938
2012/1/12,1213.7817,140.1845,2435.219,4299.971,15544.21218
2012/1/13,1213.9572,140.1159,2394.334,4146.568,15624.52407
2012/1/16,1214.356,140.1183,2345.649,3986.387,15494.37263
2012/1/17,1214.514,140.1337,2460.601,4187.766,15982.09172
2012/1/18,1214.6766,140.1673,2422.189,4062.326,16024.3654
2012/1/19,1214.832,140.2175,2468.35,4124.631,16230.76929
2012/1/20,1214.9887,140.2956,2504.086,4210.464,16359.18268
2012/1/30,1216.3605,140.509,2460.72,4184.388,16390.41333
2012/1/31,1216.5155,140.5385,2464.26,4188.037,16590.31438
2012/2/1,1216.6834,140.3836,2428.994,4175.301,16543.0265
2012/2/2,1216.8403,140.3061,2486.238,4252.122,16869.26124
2012/2/3,1216.9865,140.3211,2506.09,4330.386,16888.50164
2012/2/6,1217.3968,140.2135,2504.322,4369.139,16852.92077
2012/2/7,1217.6065,140.1893,2457.954,4292.981,16848.51968
2012/2/8,1217.782,139.9819,2528.236,4416.617,17084.43484
2012/2/9,1217.9574,139.7149,2529.231,4447.219,17072.10383
2012/2/10,1218.1237,139.8318,2533.624,4460.054,16866.10239
2012/2/13,1218.5255,140.0435,2531.981,4513.718,16950.9606
2012/2/14,1218.7017,140.0503,2522.107,4513.803,16979.83932
2012/2/15,1218.8697,139.989,2549.607,4567.384,17347.9258
2012/2/16,1219.0351,139.903,2536.074,4539.916,17285.02395
2012/2/17,1219.2004,139.8319,2537.086,4517.567,17447.75678
2012/2/20,1219.63,140.0653,2540.706,4528.262,17390.93054
2012/2/21,1219.796,140.0318,2562.453,4583.17,17439.43192
2012/2/22,1219.9531,139.9607,2597.476,4694.009,17503.83367
2012/2/23,1220.1168,139.9551,2606.256,4726.8,17378.04105
2012/2/24,1220.2963,139.9913,2648.017,4772.895,17380.01557
2012/2/27,1220.7144,139.8673,2656.573,4790.465,17233.78243
2012/2/28,1220.9125,139.835,2662.463,4749.399,17509.92639
2012/2/29,1221.0985,139.8814,2634.143,4690.789,17589.48251
2012/3/1,1221.2586,139.8651,2633.345,4709.185,17377.93138
2012/3/2,1221.4156,139.8434,2679.934,4794.896,17510.06448
2012/3/5,1221.8408,139.8484,2662.698,4781.816,17300.81826
2012/3/6,1221.9946,139.8658,2621.052,4743.686,16921.93119
2012/3/7,1222.1513,139.9814,2603.005,4747.955,16798.02637
2012/3/8,1222.295,140.0495,2635.791,4806.259,17024.0626
2012/3/9,1222.4373,140.1055,2664.302,4902.872,17142.49628
2012/3/12,1222.8287,140.2228,2654.402,4924.447,17238.93928
2012/3/13,1222.9781,140.2119,2681.073,4972.155,17401.24497
2012/3/14,1223.1245,140.1946,2605.106,4783.792,17387.45132
2012/3/15,1223.2748,140.1405,2585.546,4766.25,17427.89704
2012/3/16,1223.4203,140.124,2623.52,4895.375,17358.05936
2012/3/19,1223.8019,140.1867,2630.013,4916.47,17158.28465
2012/3/20,1223.9482,140.1392,2584.445,4786.904,16959.7887
2012/3/21,1224.0909,140.0754,2587.793,4775.758,16949.34894
2012/3/22,1224.2356,140.0933,2583.747,4754.703,16961.82496
2012/3/23,1224.3724,140.1375,2552.94,4688.376,16739.45443
2012/3/26,1224.7311,140.1785,2555.442,4707.577,16726.27496
2012/3/27,1224.9037,140.184,2547.143,4680.323,17025.47691
2012/3/28,1225.1121,140.2362,2474.9,4494.03,16921.15843
2012/3/29,1225.3003,140.3643,2443.122,4426.89,16705.76544
2012/3/30,1225.4922,140.425,2454.899,4413.17,16662.96982
2012/4/5,1226.2778,140.4435,2512.832,4550.548,16715.95589
2012/4/6,1226.4135,140.4531,2519.83,4568.001,16728.10576
2012/4/9,1226.7503,140.4571,2495.146,4508.642,16710.80764
2012/4/10,1226.9035,140.3916,2519.788,4540.808,16527.23126
2012/4/11,1227.0391,140.4108,2520.036,4547.618,16345.16074
2012/4/12,1227.1748,140.3899,2570.436,4641.328,16488.91216
2012/4/13,1227.3049,140.3898,2580.454,4653.077,16767.63539
2012/4/16,1227.6553,140.3951,2574.044,4646.71,16724.70993
2012/4/17,1227.7942,140.3778,2541.883,4609.031,16670.27596
2012/4/18,1227.9409,140.3489,2599.908,4705.816,16857.32818
2012/4/19,1228.0769,140.3457,2596.056,4692.875,17042.48942
2012/4/20,1228.2128,140.3664,2626.839,4718.945,17064.00138
2012/4/23,1228.5687,140.4448,2606.038,4637.021,16733.39258
2012/4/24,1228.7104,140.519,2604.866,4615.866,16785.92526
2012/4/25,1228.8535,140.5244,2625.99,4639.484,16741.8701
2012/4/26,1228.9983,140.5464,2631.487,4632.661,16848.7898
2012/4/27,1229.1429,140.5616,2626.157,4595.566,16784.39617
2012/5/2,1229.7487,140.6461,2683.487,4664.183,17214.32719
2012/5/3,1229.8845,140.6365,2691.518,4683.618,17171.95769
2012/5/4,1230.0273,140.6535,2715.879,4734.071,17044.02466
2012/5/7,1230.3796,140.7092,2717.778,4797.545,16630.16844
2012/5/8,1230.5089,140.7127,2709.116,4793.725,16573.18699
2012/5/9,1230.6489,140.7965,2657.514,4715.266,16465.98864
2012/5/10,1230.7806,140.9232,2657.214,4729.198,16399.26726
2012/5/11,1230.918,141.1616,2636.917,4690.38,16189.91741
2012/5/14,1231.2257,141.6235,2615.534,4661.676,16021.30017
2012/5/15,1231.3725,142.0907,2617.374,4667.002,16167.30996
2012/5/16,1231.5296,142.4438,2574.647,4590.116,15671.14588
2012/5/17,1231.6541,142.303,2613.942,4644.173,15629.74903
2012/5/18,1231.7954,142.4954,2573.976,4578.216,15416.00335
2012/5/21,1232.0904,142.4936,2587.231,4599.033,15377.98024
2012/5/22,1232.2184,142.5504,2627.525,4659.647,15467.78624
2012/5/23,1232.3611,142.5598,2616.869,4644.541,15290.64363
2012/5/24,1232.52,142.9183,2595.26,4590.736,15204.34279
2012/5/25,1232.6668,143.2759,2573.103,4523.627,15248.435
2012/5/28,1232.9781,143.1907,2614.689,4588.632,15316.79053
2012/5/29,1233.1258,143.1343,2650.854,4659.941,15527.72269
2012/5/30,1233.2969,143.0391,2642.258,4671.344,15237.38876
2012/5/31,1233.4531,143.1827,2632.042,4704.385,15198.5213
2012/6/1,1233.6075,143.1782,2632.998,4685.314,15134.14069
2012/6/4,1233.9492,143.2507,2559.026,4572.316,14824.89297
2012/6/5,1234.0841,143.1825,2558.842,4571.436,14878.73578
2012/6/6,1234.2264,143.2182,2557.401,4571.78,15100.71414
2012/6/7,1234.356,143.3058,2542.184,4535.86,15207.67694
2012/6/8,1234.4908,143.7159,2524.329,4509.492,15069.41584
2012/6/11,1234.7949,143.6047,2558.265,4588.099,15433.18276
2012/6/12,1234.9286,143.5438,2540.178,4585.558,15395.10209
2012/6/13,1235.0628,143.4333,2580.636,4667.655,15517.26865
2012/6/14,1235.1846,143.3642,2560.421,4637.416,15318.68946
2012/6/15,1235.3016,143.4216,2568.054,4634.758,15639.50129
2012/6/18,1235.6128,143.335,2581.212,4671.338,15775.38172
2012/6/19,1235.7279,143.3078,2558.621,4644.274,15769.63687
2012/6/20,1235.8497,143.2784,2552.611,4633.906,15849.11101
2012/6/21,1236.0081,143.3212,2512.185,4559.592,15651.90612
2012/6/25,1236.4244,143.4562,2456.518,4472.303,15396.69739
2012/6/26,1236.5949,143.5321,2454.915,4460.521,15462.9865
2012/6/27,1236.8071,143.7196,2447.195,4469.277,15614.06446
2012/6/28,1237.1381,143.8364,2425.729,4423.041,15495.13115
2012/6/29,1237.3379,143.8204,2461.612,4477.788,15849.06702
2012/7/2,1237.7317,143.8255,2465.238,4550.053,15825.54285
2012/7/3,1237.8576,143.9202,2468.721,4571.786,16073.99712
2012/7/4,1237.9807,143.9697,2464.919,4537.257,16043.9336
2012/7/5,1238.1241,144.0012,2430.37,4463.652,16143.05431
2012/7/6,1238.239,144.2571,2472.614,4568.338,16150.19401
2012/7/9,1238.5473,144.4478,2416.036,4506.735,15857.98418
2012/7/10,1238.6577,144.5477,2406.706,4470.708,15806.67565
2012/7/11,1238.774,144.5971,2425.572,4501.31,15829.52443
2012/7/12,1238.8943,144.6417,2449.181,4561.268,15509.26967
2012/7/13,1239.0074,144.5781,2450.633,4541.213,15567.55772
2012/7/16,1239.3058,144.5521,2399.731,4374.69,15581.78875
2012/7/17,1239.4239,144.5554,2414.201,4383.224,15843.83709
2012/7/18,1239.5438,144.6014,2414.335,4379.149,15662.41671
2012/7/19,1239.6494,144.5223,2424.322,4408.768,15918.32843
2012/7/20,1239.757,144.5566,2398.455,4355.22,15982.50459
2012/7/23,1240.0336,144.596,2365.431,4314.783,15541.72494
2012/7/24,1240.1493,144.6308,2375.992,4366.42,15434.84086
2012/7/25,1240.2688,144.6024,2360.083,4350.35,15433.91623
2012/7/26,1240.3817,144.5732,2347.488,4318.088,15434.84265
2012/7/27,1240.5057,144.5555,2349.108,4289.397,15732.99335
2012/7/30,1240.7723,144.5987,2335.793,4223.539,15983.64494
2012/7/31,1240.8851,144.4771,2332.922,4178.346,16163.8974
2012/8/1,1241.0021,144.4962,2358.651,4235.627,16181.55644
2012/8/2,1241.1034,144.4673,2334.882,4207.543,16095.55709
2012/8/3,1241.2085,144.4378,2353.737,4288.853,16084.18197
2012/8/6,1241.4533,144.3616,2385.611,4389.928,16338.95424
2012/8/7,1241.5579,144.2103,2388.873,4436.814,16391.84651
2012/8/8,1241.6656,144.1038,2389.795,4415.057,16398.94753
2012/8/9,1241.7641,144.2388,2411.7,4493.461,16566.23783
2012/8/10,1241.8679,144.3155,2399.751,4484.796,16472.35297
2012/8/13,1242.1076,144.2099,2351.931,4400.036,16428.56062
2012/8/14,1242.2189,144.1567,2357.016,4386.773,16596.56507
2012/8/15,1242.3211,144.0493,2331.615,4391.307,16411.19518
2012/8/16,1242.4259,144.0041,2319.67,4341.416,16340.47309
2012/8/17,1242.5387,144.0742,2313.476,4313.291,16454.34178
2012/8/20,1242.7869,143.9238,2301.788,4323.201,16452.93248
2012/8/21,1242.8901,143.8483,2313.703,4379.267,16433.43158
2012/8/22,1242.9938,143.6248,2295.586,4339.826,16242.34993
2012/8/23,1243.0976,143.6729,2302.199,4346.282,16434.35016
2012/8/24,1243.1998,143.7847,2275.677,4278.333,16225.08648
2012/8/27,1243.4374,143.8233,2228.204,4200.152,16181.255
2012/8/28,1243.5417,143.7482,2238.411,4213.317,16197.33521
2012/8/29,1243.656,143.6793,2214.814,4205.267,16173.74288
2012/8/30,1243.7542,143.7416,2211.37,4123.26,15991.54297
2012/8/31,1243.8736,143.6912,2204.868,4137.804,15937.32674
2012/9/3,1244.1256,143.7915,2228.369,4231.87,15991.21891
2012/9/4,1244.2251,143.8598,2204.407,4196.081,15882.00843
2012/9/5,1244.3362,143.8385,2199.875,4222.161,15663.73047
2012/9/6,1244.443,143.834,2217.823,4271.565,15710.5181
2012/9/7,1244.5727,143.7156,2317.179,4421.368,16189.25591
2012/9/10,1244.8173,143.5482,2326.666,4449.458,16200.97888
2012/9/11,1244.9284,143.5164,2311.89,4442.381,16231.63253
2012/9/12,1245.0246,143.3378,2320.071,4461.018,16402.19589
2012/9/13,1245.1257,143.2501,2298.461,4399.95,16373.9018
2012/9/14,1245.2304,143.0402,2315.542,4401.454,16845.04056
2012/9/17,1245.5102,142.8821,2258.705,4296.959,16867.5534
2012/9/18,1245.6209,143.1131,2235.239,4271.308,16836.10322
2012/9/19,1245.7362,143.088,2246.236,4306.742,17042.22139
2012/9/20,1245.8399,143.1123,2195.951,4188.482,16833.0771
2012/9/21,1245.9676,143.1161,2199.063,4136.485,16962.21767
2012/9/24,1246.2251,143.2382,2215.516,4171.466,16925.36734
2012/9/25,1246.3555,143.4055,2210.154,4150.434,16934.62504
2012/9/26,1246.4688,143.6347,2184.891,4057.747,16796.6098
2012/9/27,1246.6053,143.7079,2251.717,4163.022,16992.06576
2012/9/28,1246.7249,143.5791,2293.106,4264.831,17043.67957
2012/10/8,1247.7211,143.5797,2270.054,4228.8,17036.15604
2012/10/9,1247.8443,143.5196,2320.157,4341.772,17133.60434
2012/10/10,1247.9616,143.5269,2324.117,4393.561,17121.22823
2012/10/11,1248.0798,143.6245,2302.533,4336.518,17170.08322
2012/10/12,1248.2094,143.7241,2304.531,4310.056,17248.59507
2012/10/15,1248.5243,143.864,2294.857,4273.728,17217.84774
2012/10/16,1248.6508,143.8813,2298.162,4290.565,17265.52397
2012/10/17,1248.7588,143.8227,2300.803,4299.493,17414.94082
2012/10/18,1248.8765,143.7844,2336.077,4373.299,17494.71123
2012/10/19,1248.9918,143.8147,2332.47,4361.851,17532.7878
2012/10/22,1249.3043,143.7801,2341.592,4374.693,17657.03224
2012/10/23,1249.427,143.7744,2312.077,4312.643,17658.76804
2012/10/24,1249.5538,143.7759,2307.779,4278.623,17714.19346
2012/10/25,1249.6839,143.7046,2291.239,4244.323,17741.9678
2012/10/26,1249.7901,143.6768,2247.907,4161.006,17516.76387
2012/10/29,1250.075,143.744,2235.854,4172.109,17483.10589
2012/10/30,1250.1884,143.7615,2239.882,4159.568,17426.36411
2012/10/31,1250.3144,143.7952,2254.82,4177.878,17592.8519
2012/11/1,1250.4274,143.7135,2297.884,4247.093,17743.58072
2012/11/2,1250.5577,143.7104,2306.774,4237.021,17986.90362
2012/11/5,1250.8316,143.7423,2301.88,4202.155,17912.10928
2012/11/6,1250.9419,143.7231,2292.206,4176.904,17860.35213
2012/11/7,1251.0529,143.7213,2287.505,4175.032,17983.08994
2012/11/8,1251.1626,143.7059,2245.405,4074.996,17547.70065
2012/11/9,1251.2864,143.7365,2240.924,4054.247,17384.21788
2012/11/12,1251.553,143.7744,2251.848,4053.506,17396.47463
2012/11/13,1251.6687,143.8146,2212.44,3973.287,17193.10627
2012/11/14,1251.7989,143.8735,2223.11,3980.011,17396.52975
2012/11/15,1251.9162,143.8483,2193.623,3929.185,17132.00759
2012/11/16,1252.0429,144.0118,2177.24,3906.703,17181.32771
2012/11/19,1252.337,144.156,2174.985,3900.331,17273.51016
2012/11/20,1252.4604,144.168,2164.881,3891.32,17231.84401
2012/11/21,1252.5744,144.1427,2194.896,3922.735,17470.67728
2012/11/22,1252.7014,144.08,2177.546,3871.149,17650.26003
2012/11/23,1252.8173,144.0888,2192.676,3878.378,17785.60531
2012/11/26,1253.0878,144.0875,2175.599,3817.888,17738.01678
2012/11/27,1253.2066,144.0677,2150.638,3723.588,17715.07145
2012/11/28,1253.3265,144.0804,2129.161,3656.597,17619.44235
2012/11/29,1253.4425,144.0856,2115.676,3632.545,17795.4675
2012/11/30,1253.5599,144.0845,2139.661,3678.213,17877.66149
2012/12/3,1253.8326,144.1076,2108.85,3590.615,17669.18152
2012/12/4,1253.9525,144.0507,2131.473,3639.551,17496.21992
2012/12/5,1254.0815,144.0385,2207.878,3780.129,18066.83032
